index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW)
1126,15/4/2018,Northern,633.45,569.61,22.5,30.77,154.72,100.27
1127,15/4/2018,Western,"1,221.34","1,239.95",14.07,32.57,24.4,18.04
1128,15/4/2018,Southern,650.59,632.69,47.03,47.14,62.88,46.07
1129,15/4/2018,Eastern,466.34,522.98,,,39.12,31.43
1130,15/4/2018,NorthEastern,30.25,32.35,,,7.43,6.66
1131,16/4/2018,Northern,633.45,595.53,22.5,29.18,154.72,98.19
1132,16/4/2018,Western,"1,219.34","1,308.40",14.07,32.99,24.4,19.68
1133,16/4/2018,Southern,641.19,655.25,47.03,48.29,62.88,67.79
1134,16/4/2018,Eastern,466.34,558.77,,,39.12,46.67
1135,16/4/2018,NorthEastern,30.25,35.25,,,7.43,6.53
1136,17/4/2018,Northern,633.45,620.14,22.5,26.26,154.72,102.79
1137,17/4/2018,Western,"1,219.34","1,311.70",14.07,33.33,24.4,28.71
1138,17/4/2018,Southern,636.56,669.71,47.03,48.31,62.88,66.46
1139,17/4/2018,Eastern,466.34,552.32,,,39.12,34.59
1140,17/4/2018,NorthEastern,30.25,32.16,,,7.43,6.8
1141,18/4/2018,Northern,631.21,618.93,22.5,26.39,154.72,102.94
1142,18/4/2018,Western,"1,219.34","1,293.82",14.07,33.25,24.4,19.16
1143,18/4/2018,Southern,636.56,673.97,47.03,47.5,62.88,71.08
1144,18/4/2018,Eastern,466.34,534.17,,,39.12,32.63
1145,18/4/2018,NorthEastern,30.25,29.13,,,7.43,6.53
1146,19/4/2018,Northern,631.21,633.05,22.5,26.05,154.72,107.26
1147,19/4/2018,Western,"1,219.34","1,303.81",14.07,33.35,24.4,18.98
1148,19/4/2018,Southern,636.56,683.15,47.03,47.46,62.88,54.77
1149,19/4/2018,Eastern,466.34,543.68,,,39.12,36.08
1150,19/4/2018,NorthEastern,30.25,27.83,,,7.43,6.34
1151,20/4/2018,Northern,633.71,598.29,22.5,26.21,154.72,111.32
1152,20/4/2018,Western,"1,222.12","1,259.79",14.07,33.27,24.4,18.47
1153,20/4/2018,Southern,636.56,678.58,47.03,47.36,62.88,59.14
1154,20/4/2018,Eastern,466.34,534.11,,,39.12,40.68
1155,20/4/2018,NorthEastern,30.25,28.2,,,7.43,6.65
1156,21/4/2018,Northern,633.23,639.05,22.5,26.19,154.72,115.34
1157,21/4/2018,Western,"1,227.92","1,305.23",14.07,33.24,24.4,34.1
1158,21/4/2018,Southern,636.56,670.58,47.03,47.29,62.88,68.93
1159,21/4/2018,Eastern,466.34,525.29,,,39.12,40.98
1160,21/4/2018,NorthEastern,30.25,30.65,,,7.43,7.77
1161,22/4/2018,Northern,633.23,599.51,22.5,26.03,154.72,112.12
1162,22/4/2018,Western,"1,227.92","1,279.26",14.07,33.24,24.4,23.37
1163,22/4/2018,Southern,636.56,629.1,47.03,48.28,62.88,40.93
1164,22/4/2018,Eastern,466.34,517.23,,,39.12,41.91
1165,22/4/2018,NorthEastern,30.25,32.61,,,7.43,7.62
1166,23/4/2018,Northern,633.23,648.95,22.5,26.13,154.72,118.87
1167,23/4/2018,Western,"1,227.92","1,284.93",14.07,33.32,24.4,35.18
1168,23/4/2018,Southern,636.56,664.01,47.03,47.25,62.88,60.96
1169,23/4/2018,Eastern,466.34,546.55,,,39.12,44.27
1170,23/4/2018,NorthEastern,30.25,35.06,,,7.43,7.78
1171,24/4/2018,Northern,633.23,665.59,22.5,25.94,154.72,127.75
1172,24/4/2018,Western,"1,227.92","1,282.71",14.07,33.37,24.4,37.08
1173,24/4/2018,Southern,636.56,675.25,47.03,48.11,62.88,53.69
1174,24/4/2018,Eastern,465.25,524.5,,,39.12,48.82
1175,24/4/2018,NorthEastern,30.25,34.75,,,7.43,8.79
1176,25/4/2018,Northern,633.23,680.01,22.5,25.86,154.72,138.19
1177,25/4/2018,Western,"1,227.92","1,270.50",14.07,33.17,24.4,31.57
1178,25/4/2018,Southern,636.56,680.34,47.03,48.13,62.88,49.79
1179,25/4/2018,Eastern,465.25,522.58,,,39.12,46.04
1180,25/4/2018,NorthEastern,30.25,32.37,,,7.43,7.3
1181,26/4/2018,Northern,633.23,680.66,22.5,25.71,154.72,150.83
1182,26/4/2018,Western,"1,233.32","1,263.88",14.07,33.3,24.4,32.71
1183,26/4/2018,Southern,636.56,691.85,47.03,48.21,62.88,55.27
1184,26/4/2018,Eastern,465.25,516.98,,,39.12,41.33
1185,26/4/2018,NorthEastern,30.25,31.55,,,7.43,7.8
1186,27/4/2018,Northern,633.23,697.1,22.5,20.92,154.72,159.6
1187,27/4/2018,Western,"1,233.32","1,262.12",14.07,33.26,24.4,36.95
1188,27/4/2018,Southern,636.56,706.84,47.03,47.32,62.88,62.78
1189,27/4/2018,Eastern,465.25,515.18,,,39.12,41.09
1190,27/4/2018,NorthEastern,30.25,33.26,,,7.43,7.81
1191,28/4/2018,Northern,630.56,714.5,22.5,20.86,154.72,163.81
1192,28/4/2018,Western,"1,235.32","1,227.49",14.07,33.16,24.4,37.15
1193,28/4/2018,Southern,636.56,706.35,47.03,36.24,62.88,67.61
1194,28/4/2018,Eastern,465.25,519.88,,,39.12,44.33
1195,28/4/2018,NorthEastern,30.25,35.59,,,7.43,7.24
1196,29/4/2018,Northern,633.06,671.69,22.5,20.75,154.72,168.85
1197,29/4/2018,Western,"1,235.32","1,160.84",14.07,33.22,24.4,28.79
1198,29/4/2018,Southern,636.56,670.12,47.03,25.47,62.88,48.03
1199,29/4/2018,Eastern,465.25,505.86,,,39.12,24.52
1200,29/4/2018,NorthEastern,30.25,32.49,,,7.43,7.35
1201,30/4/2018,Northern,636.39,624.62,22.5,22.49,154.72,177.88
1202,30/4/2018,Western,"1,235.32","1,183.77",14.07,33.17,24.4,20.21
1203,30/4/2018,Southern,636.56,672.75,47.03,25.1,62.88,50.68
1204,30/4/2018,Eastern,469.05,466.64,,,39.12,42.25
1205,30/4/2018,NorthEastern,30.25,31.99,,,7.43,7.14
1206,1/5/2018,Northern,628.57,593.17,24.66,26.01,244.89,189.84
1207,1/5/2018,Western,"1,217.35","1,176.83",14.06,33.14,23.41,14.24
1208,1/5/2018,Southern,631.61,619.23,57.26,34.76,52.96,32.36
1209,1/5/2018,Eastern,469.21,460.44,,,46.26,38.86
1210,1/5/2018,NorthEastern,30.13,29.9,,,13.75,7.04
1211,2/5/2018,Northern,628.57,567.45,24.66,25.63,244.89,205.31
1212,2/5/2018,Western,"1,216.67","1,190.12",14.06,33.14,23.41,29.06
1213,2/5/2018,Southern,631.61,630.54,57.26,45.38,52.96,44.65
1214,2/5/2018,Eastern,469.21,499.39,,,46.26,41.93
1215,2/5/2018,NorthEastern,30.13,30.23,,,13.75,9.63
1216,3/5/2018,Northern,628.57,492.84,24.66,23.24,244.89,212.87
1217,3/5/2018,Western,"1,217.84","1,167.90",14.06,33.12,23.41,45.75
1218,3/5/2018,Southern,631.61,617.08,57.26,46.33,52.96,47.39
1219,3/5/2018,Eastern,469.21,488.75,,,46.26,43.22
1220,3/5/2018,NorthEastern,30.13,31.77,,,13.75,10.81
1221,4/5/2018,Northern,628.57,587.09,24.66,27.23,244.89,187.89
1222,4/5/2018,Western,"1,217.84","1,236.92",14.06,20.11,23.41,50.85
1223,4/5/2018,Southern,631.61,600.92,57.26,46.78,52.96,49.79
1224,4/5/2018,Eastern,469.21,529.05,,,46.26,57.3
1225,4/5/2018,NorthEastern,30.13,33.57,,,13.75,10.07
1226,5/5/2018,Northern,628.94,628.96,24.66,27.15,244.89,178.99
1227,5/5/2018,Western,"1,217.52","1,241.82",14.06,20.09,23.41,56.07
1228,5/5/2018,Southern,631.61,665.21,57.26,46.68,52.96,57.91
1229,5/5/2018,Eastern,469.21,542.87,,,46.26,59.1
1230,5/5/2018,NorthEastern,30.13,34.38,,,13.75,12.04
1231,6/5/2018,Northern,629.44,587.77,24.66,30.12,244.89,172.61
1232,6/5/2018,Western,"1,221.10","1,228.22",14.06,20.06,23.41,33.04
1233,6/5/2018,Southern,631.61,627.44,57.26,47.11,52.96,40.55
1234,6/5/2018,Eastern,469.21,533.29,,,46.26,42.2
1235,6/5/2018,NorthEastern,30.13,33.58,,,13.75,10.84
1236,7/5/2018,Northern,629.44,647.1,24.66,30.29,244.89,168.79
1237,7/5/2018,Western,"1,221.10","1,232.29",14.06,20.05,23.41,48.31
1238,7/5/2018,Southern,631.61,638.61,57.26,48.08,52.96,53.81
1239,7/5/2018,Eastern,469.21,528.5,,,46.26,56.69
1240,7/5/2018,NorthEastern,30.13,34.05,,,13.75,12.23
1241,8/5/2018,Northern,629.44,596.53,24.66,30.12,244.89,176.63
1242,8/5/2018,Western,"1,221.10","1,254.69",14.06,20.07,23.41,50.59
1243,8/5/2018,Southern,631.61,634.41,57.26,47.99,52.96,44.14
1244,8/5/2018,Eastern,469.21,514.01,,,46.26,66.4
1245,8/5/2018,NorthEastern,30.13,32.72,,,13.75,12.76
1246,9/5/2018,Northern,629.28,633.71,24.66,30.09,244.89,169.16
1247,9/5/2018,Western,"1,223.75","1,275.69",14.06,20.07,23.41,51.79
1248,9/5/2018,Southern,631.61,622.62,57.26,48.02,52.96,46.71
1249,9/5/2018,Eastern,470.3,518.65,,,46.26,61
1250,9/5/2018,NorthEastern,30.13,31.38,,,13.75,13.81
1251,10/5/2018,Northern,632.08,660.58,24.66,29.71,244.89,156.48
1252,10/5/2018,Western,"1,223.75","1,283.29",14.06,20.06,23.41,59.26
1253,10/5/2018,Southern,631.61,644.19,42.7,47.98,52.96,49.54
1254,10/5/2018,Eastern,470.3,521.92,,,46.26,64.4
1255,10/5/2018,NorthEastern,30.13,33.69,,,13.75,13.14
1256,11/5/2018,Northern,632.92,682.4,24.66,29.83,244.89,158.59
1257,11/5/2018,Western,"1,217.95","1,301.29",14.06,20.08,23.41,23.23
1258,11/5/2018,Southern,641.09,640.76,42.7,48.03,52.96,46.66
1259,11/5/2018,Eastern,470.3,514.63,,,46.26,57.87
1260,11/5/2018,NorthEastern,30.13,35.33,,,13.75,12.35
1261,12/5/2018,Northern,632.92,674.11,24.66,29.9,244.89,179.13
1262,12/5/2018,Western,"1,217.95","1,264.19",14.06,20.06,23.41,27.78
1263,12/5/2018,Southern,641.09,620.25,42.7,48.02,52.96,31.37
1264,12/5/2018,Eastern,470.3,497.06,,,46.26,44.54
1265,12/5/2018,NorthEastern,30.13,35.4,,,13.75,13.05
1266,13/5/2018,Northern,632.92,622.57,24.66,29.65,244.89,184.35
1267,13/5/2018,Western,"1,217.95","1,219.35",14.06,20,23.41,30.57
1268,13/5/2018,Southern,641.09,601.86,42.7,48.14,52.96,26.44
1269,13/5/2018,Eastern,470.3,476.61,,,46.26,40.7
1270,13/5/2018,NorthEastern,30.13,32.91,,,13.75,14.64
1271,14/5/2018,Northern,632.92,531.01,24.66,30.07,244.89,192.18
1272,14/5/2018,Western,"1,217.95","1,261.58",14.06,19.98,23.41,34.98
1273,14/5/2018,Southern,641.09,610.52,42.7,48.08,52.96,42.41
1274,14/5/2018,Eastern,470.3,432.32,,,46.26,39.58
1275,14/5/2018,NorthEastern,30.13,32.97,,,13.75,14.19
1276,15/5/2018,Northern,636.36,632.85,24.66,29.93,244.89,185.28
1277,15/5/2018,Western,"1,211.95","1,299.81",14.06,19.98,23.41,40.73
1278,15/5/2018,Southern,641.09,647.91,42.7,48.05,52.96,50.81
1279,15/5/2018,Eastern,466.59,489.72,,,46.26,44.36
1280,15/5/2018,NorthEastern,30.13,29.47,,,13.75,13.33
1281,16/5/2018,Northern,645.24,666.69,28.41,30.23,244.89,180.51
1282,16/5/2018,Western,"1,223.20","1,285.64",14.06,19.95,23.41,35.03
1283,16/5/2018,Southern,641.09,654.02,42.7,48,52.96,50.89
1284,16/5/2018,Eastern,466.59,488.95,,,46.26,51.4
1285,16/5/2018,NorthEastern,30.13,26.78,,,13.75,14.2
1286,17/5/2018,Northern,645.24,688.03,28.41,33.51,244.89,189.05
1287,17/5/2018,Western,"1,223.20","1,302.29",14.06,19.94,23.41,35.73
1288,17/5/2018,Southern,641.09,664.61,42.7,47.9,52.96,44.96
1289,17/5/2018,Eastern,466.59,483.58,,,46.26,48.78
1290,17/5/2018,NorthEastern,30.13,28.17,,,13.75,14.84
1291,18/5/2018,Northern,647.45,704.28,28.41,34.83,244.89,197.16
1292,18/5/2018,Western,"1,223.20","1,287.51",14.06,19.9,23.41,27.77
1293,18/5/2018,Southern,641.09,647.2,42.7,46.97,52.96,54.22
1294,18/5/2018,Eastern,466.59,492.28,,,46.26,52.24
1295,18/5/2018,NorthEastern,30.13,24.64,,,13.75,14.76
1296,19/5/2018,Northern,649.43,714.48,28.41,34.79,244.89,169.72
1297,19/5/2018,Western,"1,223.20","1,299.49",14.06,19.89,23.41,48.35
1298,19/5/2018,Southern,641.09,633.41,42.7,46.83,52.96,54.56
1299,19/5/2018,Eastern,466.59,480.38,,,46.26,55.29
1300,19/5/2018,NorthEastern,30.13,29.24,,,13.75,14.46
1301,20/5/2018,Northern,646.95,713.14,28.41,34.74,244.89,178.7
1302,20/5/2018,Western,"1,223.20","1,270.62",14.06,19.82,23.41,38.87
1303,20/5/2018,Southern,641.09,557.74,42.7,46.85,52.96,32.71
1304,20/5/2018,Eastern,476.59,484.7,,,46.26,45.96
1305,20/5/2018,NorthEastern,30.13,29.42,,,13.75,14.45
1306,21/5/2018,Northern,646.95,728.05,28.41,34.87,244.89,190.86
1307,21/5/2018,Western,"1,220.65","1,309.83",14.06,19.76,23.41,30.43
1308,21/5/2018,Southern,641.09,628.55,42.7,46.69,52.96,47.01
1309,21/5/2018,Eastern,476.59,509.25,,,46.26,53.83
1310,21/5/2018,NorthEastern,30.13,29.94,,,13.75,13.54
1311,22/5/2018,Northern,646.95,760.51,28.41,34.54,244.89,206.6
1312,22/5/2018,Western,"1,223.44","1,361.97",14.06,19.85,23.41,25.75
1313,22/5/2018,Southern,637.09,660.77,42.7,47.56,52.96,48.55
1314,22/5/2018,Eastern,476.59,518.57,,,46.26,50.2
1315,22/5/2018,NorthEastern,30.13,30.24,,,13.75,14.31
1316,23/5/2018,Northern,647.32,782.5,28.41,34.52,244.89,220.91
1317,23/5/2018,Western,"1,223.44","1,331.94",14.06,19.95,23.41,34.19
1318,23/5/2018,Southern,637.09,667.73,42.7,47.68,52.96,41.13
1319,23/5/2018,Eastern,476.59,513.14,,,46.26,55.56
1320,23/5/2018,NorthEastern,30.13,29.26,,,13.75,14.73
1321,24/5/2018,Northern,647.32,763.24,28.41,34.71,244.89,220.54
1322,24/5/2018,Western,"1,223.44","1,325.32",14.06,19.98,23.41,24.36
1323,24/5/2018,Southern,632.48,653.06,42.7,47.94,52.96,38.16
1324,24/5/2018,Eastern,476.59,514.61,,,46.26,66.9
1325,24/5/2018,NorthEastern,30.13,31.49,,,13.75,14.47
1326,25/5/2018,Northern,647.32,737.49,28.41,30.02,244.89,222.94
1327,25/5/2018,Western,"1,206.19","1,317.08",14.06,19.98,23.41,20.28
1328,25/5/2018,Southern,632.48,631.44,42.7,46.82,52.96,39.48
1329,25/5/2018,Eastern,476.59,520.6,,,46.26,74.99
1330,25/5/2018,NorthEastern,30.13,34.45,,,13.75,17.36
1331,26/5/2018,Northern,647.32,732.18,28.41,30.68,244.89,228.26
1332,26/5/2018,Western,"1,211.36","1,319.06",14.06,19.94,23.41,33.34
1333,26/5/2018,Southern,632.48,640.71,42.7,41.21,52.96,54.11
1334,26/5/2018,Eastern,476.59,506.77,,,46.26,74.76
1335,26/5/2018,NorthEastern,30.13,33.91,,,13.75,18.37
1336,27/5/2018,Northern,647.32,740.48,28.41,29.88,244.89,221.04
1337,27/5/2018,Western,"1,211.36","1,276.51",14.06,27.09,23.41,27.67
1338,27/5/2018,Southern,637.08,621.9,42.7,37.48,52.96,35.39
1339,27/5/2018,Eastern,476.59,510.32,,,46.26,78.56
1340,27/5/2018,NorthEastern,30.13,32.44,,,13.75,21.78
1341,28/5/2018,Northern,648.94,769.71,28.41,30.43,244.89,211.24
1342,28/5/2018,Western,"1,211.36","1,301.68",14.06,27.08,23.41,24.49
1343,28/5/2018,Southern,637.08,631.68,42.7,37.84,52.96,44.06
1344,28/5/2018,Eastern,476.59,520.07,,,46.26,73.34
1345,28/5/2018,NorthEastern,30.13,35.85,,,13.75,19.73
1346,29/5/2018,Northern,648.94,770.38,28.41,33.79,244.89,204.61
1347,29/5/2018,Western,"1,211.36","1,287.80",14.06,32.61,23.41,16.81
1348,29/5/2018,Southern,637.08,592.21,42.7,38.8,52.96,38
1349,29/5/2018,Eastern,476.59,493.2,,,46.26,65.54
1350,29/5/2018,NorthEastern,30.13,33.52,,,13.75,20.81
1351,30/5/2018,Northern,649.8,744.44,28.41,34.63,244.89,215.04
1352,30/5/2018,Western,"1,211.36","1,297.36",14.06,32.92,23.41,17.61
1353,30/5/2018,Southern,637.08,607.05,42.7,46.64,52.96,42.75
1354,30/5/2018,Eastern,476.59,524.74,,,46.26,69.76
1355,30/5/2018,NorthEastern,30.13,34.44,,,13.75,18.73
1356,31/5/2018,Northern,649.8,774.24,28.41,34.51,244.89,235.33
1357,31/5/2018,Western,"1,211.36","1,283.49",14.06,32.83,23.41,28.23
1358,31/5/2018,Southern,637.08,623.43,42.7,47.72,52.96,51.94
1359,31/5/2018,Eastern,476.59,527.71,,,46.26,58.87
1360,31/5/2018,NorthEastern,30.13,30.54,,,13.75,18.05
1361,1/6/2018,Northern,649.77,706.63,30.83,34.51,303.99,249.64
1362,1/6/2018,Western,"1,156.93","1,292.17",25.07,32.84,16.99,25.01
1363,1/6/2018,Southern,600.53,603.25,63.17,46.74,38.45,43.49
1364,1/6/2018,Eastern,469.15,483.39,,,53.41,58
1365,1/6/2018,NorthEastern,30.25,30.23,,,21.71,16.93
1366,2/6/2018,Northern,647.41,605.58,30.83,35.46,303.99,267.69
1367,2/6/2018,Western,"1,156.93","1,272.91",25.07,32.82,16.99,18.79
1368,2/6/2018,Southern,600.53,599.01,63.17,47.54,38.45,34.02
1369,2/6/2018,Eastern,469.15,507.59,,,53.41,63.95
1370,2/6/2018,NorthEastern,30.25,29.52,,,21.71,14.84
1371,3/6/2018,Northern,647.41,602.32,30.83,34.58,303.99,294.3
1372,3/6/2018,Western,"1,156.93","1,209.11",25.07,6.88,16.99,10.44
1373,3/6/2018,Southern,600.53,550.42,63.17,47.3,38.45,28.46
1374,3/6/2018,Eastern,469.15,487.41,,,53.41,68.46
1375,3/6/2018,NorthEastern,30.25,29.99,,,21.71,16.78
1376,4/6/2018,Northern,651.38,678.1,30.83,34.44,303.99,305.08
1377,4/6/2018,Western,"1,156.67","1,244.30",25.07,32.43,16.99,18.1
1378,4/6/2018,Southern,600.53,556.96,63.17,47.29,38.45,40.36
1379,4/6/2018,Eastern,469.15,525.96,,,53.41,64.55
1380,4/6/2018,NorthEastern,30.25,32.5,,,21.71,15.13
1381,5/6/2018,Northern,651.38,689.01,30.83,34.43,303.99,307.86
1382,5/6/2018,Western,"1,156.67","1,270.90",25.07,31.93,16.99,13.37
1383,5/6/2018,Southern,600.53,552.27,63.17,48.24,38.45,38.63
1384,5/6/2018,Eastern,469.15,524.25,,,53.41,69.79
1385,5/6/2018,NorthEastern,30.25,32.7,,,21.71,15.72
1386,6/6/2018,Northern,651.38,630.3,30.83,34.43,303.99,316.05
1387,6/6/2018,Western,"1,166.67","1,258.31",25.07,31.86,16.99,17.97
1388,6/6/2018,Southern,604.53,527.48,63.17,47.44,38.45,35.51
1389,6/6/2018,Eastern,469.15,511.67,,,53.41,71.48
1390,6/6/2018,NorthEastern,30.25,32.19,,,21.71,16.49
1391,7/6/2018,Northern,663.59,662.52,30.83,34.58,303.99,259.48
1392,7/6/2018,Western,"1,162.17","1,248.36",25.07,31.85,16.99,16.88
1393,7/6/2018,Southern,604.53,501.49,63.17,48.17,38.45,29.5
1394,7/6/2018,Eastern,469.15,501.19,,,53.41,76.04
1395,7/6/2018,NorthEastern,30.25,31.07,,,21.71,18.21
1396,8/6/2018,Northern,663.59,661.81,30.83,31.77,303.99,306.63
1397,8/6/2018,Western,"1,162.17","1,124.73",25.07,6.82,16.99,9.97
1398,8/6/2018,Southern,604.53,484.09,63.17,42.5,38.45,23.51
1399,8/6/2018,Eastern,469.15,477.02,,,53.41,67.67
1400,8/6/2018,NorthEastern,30.25,31.94,,,21.71,16.52
1401,9/6/2018,Northern,663.59,573.06,30.83,29.5,303.99,300.49
1402,9/6/2018,Western,"1,165.40",967,25.07,31.88,16.99,12.09
1403,9/6/2018,Southern,604.53,448.11,63.17,47.73,38.45,31.75
1404,9/6/2018,Eastern,472.92,446.31,,,53.41,65.61
1405,9/6/2018,NorthEastern,30.25,31.01,,,21.71,15.9
1406,10/6/2018,Northern,671.9,530.41,30.83,30.2,303.99,305.43
1407,10/6/2018,Western,"1,165.40","1,031.10",25.07,32.91,16.99,8.56
1408,10/6/2018,Southern,604.53,403.7,63.17,48.13,38.45,39.58
1409,10/6/2018,Eastern,472.92,420.78,,,53.41,64.56
1410,10/6/2018,NorthEastern,30.25,31.6,,,21.71,14.53
1411,11/6/2018,Northern,667.8,607.2,30.83,33.74,303.99,320.49
1412,11/6/2018,Western,"1,165.40","1,154.16",25.07,32.93,16.99,12.17
1413,11/6/2018,Southern,604.53,417.34,63.17,48.32,38.45,51.39
1414,11/6/2018,Eastern,472.92,451.72,,,53.41,65.75
1415,11/6/2018,NorthEastern,30.25,30.15,,,21.71,15.94
1416,12/6/2018,Northern,667.8,651.67,30.83,33.47,303.99,397.38
1417,12/6/2018,Western,"1,159.95","1,137.67",25.07,32.92,16.99,13.19
1418,12/6/2018,Southern,604.53,431.26,63.17,48.32,38.45,51.51
1419,12/6/2018,Eastern,469.74,461.16,,,53.41,60.64
1420,12/6/2018,NorthEastern,30.25,30.03,,,21.71,18.4
1421,13/6/2018,Northern,667.8,648.18,30.83,24.08,303.99,334.69
1422,13/6/2018,Western,"1,150.87","1,079.67",25.07,32.83,16.99,13.79
1423,13/6/2018,Southern,604.53,431.12,63.17,47.37,38.45,53.25
1424,13/6/2018,Eastern,469.74,467.83,,,53.41,66.02
1425,13/6/2018,NorthEastern,30.25,27.6,,,21.71,25.28
1426,14/6/2018,Northern,667.8,658.22,30.83,24.4,303.99,288.77
1427,14/6/2018,Western,"1,150.87","1,066.93",25.07,32.88,16.99,21.32
1428,14/6/2018,Southern,604.53,468.01,63.17,48.35,38.45,67.34
1429,14/6/2018,Eastern,469.74,467.11,,,53.41,72.36
1430,14/6/2018,NorthEastern,30.25,28.28,,,21.71,26.4
1431,15/6/2018,Northern,667.8,672.15,30.83,24.47,303.99,308.07
1432,15/6/2018,Western,"1,153.43","1,163.52",25.07,32.87,16.99,17.2
1433,15/6/2018,Southern,581.6,501.66,63.17,48.34,38.45,58.46
1434,15/6/2018,Eastern,469.74,480.35,,,53.41,72.96
1435,15/6/2018,NorthEastern,30.25,28.58,,,21.71,27.87
1436,16/6/2018,Northern,667.8,643.51,30.83,33.99,303.99,310.01
1437,16/6/2018,Western,"1,138.23","1,163.32",25.07,32.88,16.99,10.16
1438,16/6/2018,Southern,585.2,492.54,63.17,48.37,38.45,50.41
1439,16/6/2018,Eastern,469.74,479.14,,,53.41,77.03
1440,16/6/2018,NorthEastern,30.25,27.92,,,21.71,28.76
1441,17/6/2018,Northern,667.8,534.96,30.83,34.56,303.99,280.67
1442,17/6/2018,Western,"1,138.23","1,139.35",25.07,32.6,16.99,8.94
1443,17/6/2018,Southern,585.2,454.53,63.17,47.64,38.45,45.06
1444,17/6/2018,Eastern,469.74,445.32,,,53.41,67.91
1445,17/6/2018,NorthEastern,30.25,29.21,,,21.71,28
1446,18/6/2018,Northern,667.8,602.2,30.83,34.47,303.99,265.86
1447,18/6/2018,Western,"1,140.92","1,215.85",25.07,32.68,16.99,13.08
1448,18/6/2018,Southern,585.2,508.88,63.17,48.26,38.45,57.89
1449,18/6/2018,Eastern,469.74,469.73,,,53.41,73.35
1450,18/6/2018,NorthEastern,30.25,27.01,,,21.71,27.46
1451,19/6/2018,Northern,667.94,681.48,30.83,34.51,303.99,211.88
1452,19/6/2018,Western,"1,140.92","1,216.16",25.07,32.66,16.99,34.26
1453,19/6/2018,Southern,585.2,560.83,63.17,47.65,38.45,59.83
1454,19/6/2018,Eastern,469.74,483.1,,,53.41,78.1
1455,19/6/2018,NorthEastern,30.25,30.94,,,21.71,24.8
1456,20/6/2018,Northern,664.82,773.39,30.83,34.84,303.99,213.85
1457,20/6/2018,Western,"1,140.92","1,233.13",25.07,32.67,16.99,33.98
1458,20/6/2018,Southern,585.2,569.83,63.17,47.79,38.45,75.48
1459,20/6/2018,Eastern,469.74,490.76,,,53.41,72.12
1460,20/6/2018,NorthEastern,30.25,30.74,,,21.71,22.42
1461,21/6/2018,Northern,664.82,797.59,30.83,34.55,303.99,250.69
1462,21/6/2018,Western,"1,125.32","1,259.65",25.07,32.55,16.99,20.58
1463,21/6/2018,Southern,585.6,562.34,63.17,47.7,38.45,67.64
1464,21/6/2018,Eastern,476.94,498.97,,,53.41,71.52
1465,21/6/2018,NorthEastern,30.25,32.1,,,21.71,21.98
1466,22/6/2018,Northern,665.68,805.07,30.83,30.78,303.99,263.56
1467,22/6/2018,Western,"1,125.32","1,254.07",25.07,32.84,16.99,9.88
1468,22/6/2018,Southern,584.98,580.26,63.17,48.37,38.45,60.64
1469,22/6/2018,Eastern,476.94,510.59,,,53.41,68.62
1470,22/6/2018,NorthEastern,30.25,32.01,,,21.71,23.04
1471,23/6/2018,Northern,665.68,812.84,30.83,29.1,303.99,274.78
1472,23/6/2018,Western,"1,125.32","1,241.67",25.07,32.2,16.99,11.27
1473,23/6/2018,Southern,571.34,540.37,63.17,47.68,38.45,49.1
1474,23/6/2018,Eastern,476.94,512.14,,,53.41,70.7
1475,23/6/2018,NorthEastern,30.25,32.74,,,21.71,25.32
1476,24/6/2018,Northern,665.68,787.34,30.83,29.6,303.99,267.82
1477,24/6/2018,Western,"1,136.32","1,166.62",25.07,32.26,16.99,8.6
1478,24/6/2018,Southern,567.99,481.63,63.17,47.56,38.45,46.67
1479,24/6/2018,Eastern,473.11,480.27,,,53.41,68.84
1480,24/6/2018,NorthEastern,30.25,31.15,,,21.71,23.25
1481,25/6/2018,Northern,658.72,802.55,30.83,29.56,303.99,277.74
1482,25/6/2018,Western,"1,140.27","1,193.55",25.07,32.45,16.99,8.95
1483,25/6/2018,Southern,567.99,505.96,63.17,47.18,38.45,45.81
1484,25/6/2018,Eastern,464.19,486.52,,,53.41,66.77
1485,25/6/2018,NorthEastern,30.25,30.6,,,21.71,24.11
1486,26/6/2018,Northern,658.72,746.82,30.83,29.67,303.99,288.2
1487,26/6/2018,Western,"1,146.67","1,148.05",25.07,32.45,16.99,13.61
1488,26/6/2018,Southern,576.99,492.81,63.17,45.76,38.45,42.75
1489,26/6/2018,Eastern,463.11,474.31,,,53.41,65.96
1490,26/6/2018,NorthEastern,30.25,30.55,,,21.71,23.56
1491,27/6/2018,Northern,658.72,672.74,30.83,32.51,303.99,278.12
1492,27/6/2018,Western,"1,162.72","1,161.58",25.07,32.45,16.99,10.81
1493,27/6/2018,Southern,576.99,478.64,63.17,46.51,38.45,50.15
1494,27/6/2018,Eastern,463.11,470.65,,,53.41,63.13
1495,27/6/2018,NorthEastern,30.25,31.39,,,21.71,22.11
1496,28/6/2018,Northern,658.72,529.28,30.83,34.33,303.99,286.18
1497,28/6/2018,Western,"1,162.72","1,156.58",25.07,32.87,16.99,16.04
1498,28/6/2018,Southern,576.99,488.32,63.17,46.76,38.45,61.18
